gene,component,n_mut,n_wt,effect,p,q
SETD1A,C6,168,8524,-0.006753493100404739,0.675281118308571,0.8907641006295026
ZNF616,C2,132,8560,0.0020922143012285233,0.6753207588778665,0.8907967388727847
APOO,C5,28,8664,0.010726166889071465,0.6753274571094328,0.8907967388727847
THUMPD2,C2,45,8647,-0.005943045020103455,0.6753348259194007,0.8907967388727847
LRIG2,C6,131,8561,0.009484507143497467,0.675339194310258,0.8907967388727847
TMEM135,C6,63,8629,0.01248537003993988,0.6753609774691749,0.8908144794988392
SPRY2,C5,45,8647,0.017218947410583496,0.6753783589819831,0.8908264139004981
ELF4,C6,91,8601,0.04262441396713257,0.6754027193313679,0.8908422347037757
HORMAD1,C6,90,8602,0.01376476138830185,0.6754070209509008,0.8908422347037757
ATF2,C7,66,8626,0.01919773407280445,0.6754185931843413,0.89084650614507
ZNF638,C6,212,8480,0.001391194760799408,0.6754647692792298,0.8908964178423946
MYD88,C10,32,8660,0.023192334920167923,0.6754823088493632,0.8909085589621154
KRT74,C10,89,8603,0.002934969961643219,0.675494778262274,0.8909140127222304
SNRNP48,C1,47,8645,0.024295508861541748,0.6755366291100668,0.8909537769188058
USP45,C2,77,8615,-0.0018713772296905518,0.6755510211279326,0.8909537769188058
FUT6,C10,64,8628,-0.023602026281878352,0.6755698465365076,0.8909537769188058
MINPP1,C7,53,8639,0.02343381941318512,0.6755748288119632,0.8909537769188058
RBCK1,C7,48,8644,-0.03345011919736862,0.6755818193301892,0.8909537769188058
TPGS2,C10,32,8660,0.02100534737110138,0.6755854895304445,0.8909537769188058
ANKEF1,C10,116,8576,0.007787182927131653,0.6755867366138152,0.8909537769188058
GLTP,C6,25,8667,-0.023541249334812164,0.6755916058197466,0.8909537769188058
BPIFA1,C10,52,8640,0.015633590519428253,0.6756027410038336,0.8909574699887216
ASB10,C6,69,8623,0.01643088459968567,0.6756334239900961,0.8909840681152121
IGBP1,C2,45,8647,0.017584621906280518,0.6756395801659472,0.8909840681152121
SETD6,C5,39,8653,-0.013286761939525604,0.6756483539553655,0.8909846466785847
ISOC1,C5,31,8661,0.03886981122195721,0.6756616576224801,0.8909863786851586
FBXO8,C6,49,8643,-0.041433185338974,0.6756763268378037,0.8909863786851586
TROVE2,C2,62,8630,0.021947234869003296,0.6756859773393337,0.8909863786851586
ZNF436,C7,60,8632,-0.0142538882791996,0.6756860933433682,0.8909863786851586
SLC2A8,C6,35,8657,-0.019258081912994385,0.6756913427489435,0.8909863786851586
FAM129A,C10,146,8546,0.010747948661446571,0.6757138184289677,0.8909895437312462
PARP8,C6,140,8552,-0.0017540939152240753,0.675718539771807,0.8909895437312462
CLRN2,C6,50,8642,0.019067900255322456,0.6757370498441146,0.8909895437312462
HSPE1-MOB4,C2,18,8674,0.006171207700390369,0.6757379626162681,0.8909895437312462
NOS3,C5,187,8505,0.020840942859649658,0.6757583904506306,0.8909895437312462
MYH8,C7,411,8281,-0.004366979002952576,0.6757627895831705,0.8909895437312462
APOA1BP,C5,28,8664,0.0029692500829696655,0.6757685779555684,0.8909895437312462
KRTAP4-8,C2,28,8664,0.012160316109657288,0.6757685779569653,0.8909895437312462
OR52M1,C2,87,8605,0.01316756010055542,0.6757687589620827,0.8909895437312462
PLIN2,C5,41,8651,-0.028247226029634476,0.6758249080607686,0.8910525848841077
DDX6,C2,43,8649,-0.019821643829345703,0.6758582116221785,0.8910765013785605
DUOX1,C6,146,8546,0.007653720676898956,0.6758597195289902,0.8910765013785605
MCAT,C5,34,8658,0.003132367040961981,0.6758749889624822,0.8910822247628056
PEX5,C5,74,8618,0.01960214413702488,0.675910068620097,0.8910822247628056
TRMT10A,C1,59,8633,-0.024033786728978157,0.675920255488414,0.8910822247628056
CAMTA2,C5,154,8538,0.0006411988288164139,0.6759251099230817,0.8910822247628056
DUSP9,C6,49,8643,0.020281970500946045,0.6759267588287674,0.8910822247628056
MTX1,C7,27,8665,0.03632856905460358,0.6759317245524105,0.8910822247628056
CDA,C5,20,8672,-0.07464440912008286,0.6759395092250186,0.8910822247628056
KDM2B,C5,167,8525,0.008197039365768433,0.6759428840466205,0.8910822247628056
ABCB1,C7,316,8376,0.011319337412714958,0.6759625693580176,0.8910822247628056
OR1A1,C10,81,8611,0.008070215582847595,0.6759773881357214,0.8910822247628056
PCDHB11,C6,203,8489,0.004669368267059326,0.6759854738478444,0.8910822247628056
FAM180A,C2,36,8656,-0.02361650299280882,0.6759860357847733,0.8910822247628056
WNT10A,C2,45,8647,0.007272444665431976,0.6759879358368444,0.8910822247628056
SOX8,C1,43,8649,0.024295508861541748,0.6759918415096149,0.8910822247628056
ABAT,C10,83,8609,0.0025233738124370575,0.6760151773482954,0.8910822247628056
LRRC17,C7,68,8624,-0.0036949757486581802,0.67601724950392,0.8910822247628056
NXPH3,C6,42,8650,-0.011839695274829865,0.6760213735708522,0.8910822247628056
TMEM150C,C2,39,8653,-0.019821643829345703,0.6760224228443537,0.8910822247628056
SLC2A7,C10,57,8635,0.016722023487091064,0.676022444072643,0.8910822247628056
NAGA,C6,43,8649,-0.023620814085006714,0.6760363870740644,0.8910896154364989
DEPDC1B,C5,77,8615,-0.004690900444984436,0.6760512710153541,0.8910958256125253
C7orf61,C7,25,8667,-0.06709493696689606,0.6760584374372518,0.8910958256125253
CDKL1,C6,30,8662,-0.0036180727183818817,0.6760851249767772,0.8910958256125253
AMD1,C7,48,8644,0.04520038515329361,0.6760878541047336,0.8910958256125253
ABI3,C7,47,8645,0.03407597541809082,0.6760905959438575,0.8910958256125253
CPSF1,C10,168,8524,0.01690182276070118,0.6760982031668059,0.8910958256125253
GRK7,C5,97,8595,-0.012808233499526978,0.6761129746451378,0.8910958256125253
TMEM63B,C2,94,8598,-0.0033197253942489624,0.6761204911019434,0.8910958256125253
FA2H,C5,34,8658,-0.0436396561563015,0.6761253345444747,0.8910958256125253
ARMC12,C7,60,8632,-0.006124483421444893,0.6761390392368064,0.8910958256125253
TBCEL,C2,56,8636,0.024791911244392395,0.6761563320706794,0.8910958256125253
REEP3,C10,26,8666,0.054089851677417755,0.6761652026069522,0.8910958256125253
TAB3,C7,126,8566,0.022649168968200684,0.6761726250798215,0.8910958256125253
EN2,C5,25,8667,0.05919015407562256,0.6761751648110681,0.8910958256125253
PCCA,C7,104,8588,-0.027470188215374947,0.6761755296694469,0.8910958256125253
EIF6,C6,31,8661,0.0648207813501358,0.6761859026717776,0.8910958256125253
FMOD,C5,85,8607,0.011073656380176544,0.6761979556845297,0.8910958256125253
C1QL3,C10,33,8659,-0.009505962952971458,0.676199755934095,0.8910958256125253
EFTUD1,C2,120,8572,-0.011214669793844223,0.6762132362031541,0.8910958256125253
COBL,C10,207,8485,0.0042470842599868774,0.6762163816044309,0.8910958256125253
INSL6,C10,47,8645,-0.04321427643299103,0.6762184593617493,0.8910958256125253
AKAP1,C10,100,8592,-0.02599800005555153,0.676237237631534,0.8910958256125253
TMEM252,C5,38,8654,0.02852129563689232,0.6762384279900937,0.8910958256125253
MED16,C6,92,8600,-0.03677643463015556,0.6762441203086946,0.8910958256125253
GNPTAB,C5,143,8549,0.004616387188434601,0.6762495010212253,0.8910958256125253
FCER1G,C10,17,8675,0.07212367653846741,0.6762624296005941,0.8911018770596261
IL17A,C2,41,8651,0.003805220127105713,0.6762810565046575,0.8911154368705315
CH17-132F21.1,C6,23,8669,-0.007583588361740112,0.6762905500520715,0.8911169617430447
SEL1L3,C5,144,8548,0.007458783686161041,0.6763265438614123,0.8911534043242019
FGFRL1,C5,68,8624,0.043477319180965424,0.6763720282550949,0.8911940855870853
ZBTB3,C7,64,8628,0.002529030665755272,0.676374092291523,0.8911940855870853
TSPAN5,C2,51,8641,0.00034123659133911133,0.6764207220441874,0.8912445396725681
SORCS3,C6,351,8341,-0.009237885475158691,0.6765045449534861,0.8913312150672686
CD160,C2,21,8671,0.009074077010154724,0.6765081994458364,0.8913312150672686
TNNI1,C7,30,8662,-0.02818829007446766,0.6765115202818881,0.8913312150672686
TBL1XR1,C6,111,8581,-0.024774551391601562,0.6765307410778536,0.8913358064235507
IQCE,C5,89,8603,0.03869947791099548,0.6765503375711439,0.8913358064235507
LRMP,C5,80,8612,0.014158371835947037,0.6765622708215662,0.8913358064235507
RAB38,C2,32,8660,-0.0007044561207294464,0.6765660097709605,0.8913358064235507
CHTOP,C6,39,8653,0.01953430473804474,0.6765836761357577,0.8913358064235507
PPP5C,C5,65,8627,0.006547160446643829,0.6765911710011203,0.8913358064235507
GPR135,C5,47,8645,0.007524207234382629,0.6766021056339833,0.8913358064235507
FOXA1,C5,119,8573,-0.004214808344841003,0.6766049445387965,0.8913358064235507
TNFRSF13C,C10,15,8677,-0.017763209994882345,0.6766121571207262,0.8913358064235507
HOXD12,C10,43,8649,0.03488919883966446,0.6766155825631319,0.8913358064235507
ZNF536,C6,499,8193,-0.007422164082527161,0.6766183059114519,0.8913358064235507
NFATC3,C10,105,8587,-0.0002918541431427002,0.6766286737772558,0.8913358064235507
PBX4,C7,39,8653,0.005156524479389191,0.6766304553590226,0.8913358064235507
IGLV1-44,C5,22,8670,0.01580117642879486,0.676631741915992,0.8913358064235507
PDGFA,C7,39,8653,-0.01379852369427681,0.6766772358301112,0.8913800664225792
PTPN21,C6,131,8561,0.02309297025203705,0.676698761699312,0.8913800664225792
ADCY4,C6,121,8571,0.020536363124847412,0.6766998078831985,0.8913800664225792
IRAK1BP1,C7,33,8659,-0.040077582001686096,0.6767080790637341,0.8913800664225792
USP6,C6,193,8499,-0.002669990062713623,0.6767103022148392,0.8913800664225792
MAPK12,C2,24,8668,0.03128472529351711,0.6767153731701052,0.8913800664225792
GHSR,C10,70,8622,0.03483105078339577,0.6767425551409503,0.8914048866888511
APOA1BP,C10,28,8664,-0.03410293045453727,0.6767615067897839,0.8914143410230346
GPR42,C10,20,8672,-0.020111873745918274,0.6767876677285742,0.8914143410230346
CDC42,C7,33,8659,-0.06938141584396362,0.6768097613763043,0.8914143410230346
OR11G2,C10,90,8602,0.014498701319098473,0.6768118893283225,0.8914143410230346
C2orf83,C5,19,8673,0.07945799082517624,0.67681794489136,0.8914143410230346
SLC27A5,C5,100,8592,0.02430840954184532,0.6768235546722969,0.8914143410230346
CNOT4,C10,97,8595,0.012986470013856888,0.6768272030856584,0.8914143410230346
KLHL17,C5,63,8629,0.021787546575069427,0.6768348224943931,0.8914143410230346
SETDB2,C10,77,8615,0.06479243189096451,0.6768519683102485,0.8914143410230346
MRS2,C10,47,8645,0.03185040503740311,0.6768579164618228,0.8914143410230346
TEAD1,C10,47,8645,0.028519093990325928,0.6768579164618228,0.8914143410230346
FCRL6,C10,82,8610,0.029858488589525223,0.6768591498766863,0.8914143410230346
FOXD3,C7,36,8656,-0.010714521631598473,0.6768622008495818,0.8914143410230346
DYDC2,C7,30,8662,0.03290155529975891,0.6768847012808299,0.8914143410230346
MUC16,C7,1754,6938,0.002346375957131386,0.6768906660920753,0.8914143410230346
ARRDC3,C6,60,8632,-0.046752963215112686,0.6768942095131576,0.8914143410230346
ARL4C,C7,17,8675,0.03597589023411274,0.6768992917833804,0.8914143410230346
PDE7A,C6,52,8640,0.0006254725158214569,0.6768998361914549,0.8914143410230346
SOAT2,C10,62,8630,-0.040172986686229706,0.6769117358382533,0.8914190299011485
INO80C,C10,25,8667,-0.05249321460723877,0.6769340823611243,0.8914343094413488
VPS35,C7,82,8610,0.02884788066148758,0.6769400171091668,0.8914343094413488
PPIL6,C5,37,8655,0.021744348108768463,0.6769824156347619,0.8914791601174424
PROB1,C6,39,8653,-0.0924079418182373,0.677004734053517,0.8914975676778492
RGS10,C10,31,8661,-0.043224841356277466,0.6770250212726607,0.8915094637674933
LELP1,C2,37,8655,0.00381295382976532,0.6770304479043308,0.8915094637674933
POM121,C5,129,8563,0.04164041951298714,0.6770427860884426,0.891514728525624
RAB8A,C5,36,8656,0.028935717418789864,0.6770569636541693,0.8915224151805975
PIAS3,C7,72,8620,0.036929696798324585,0.6770749032037315,0.8915286430788996
DYNC1I1,C5,142,8550,-0.02059316635131836,0.6770805881070784,0.8915286430788996
IL1F10,C7,29,8663,0.0127219557762146,0.6770867138126533,0.8915286430788996
TRMT11,C10,45,8647,0.005700588226318359,0.6771205705907521,0.8915433036879409
NOP14,C10,91,8601,0.033665820956230164,0.6771225117091934,0.8915433036879409
POC1A,C10,35,8657,0.021127931773662567,0.6771228689241211,0.8915433036879409
SPRR2E,C2,23,8669,-0.0049381256103515625,0.6771426202252009,0.8915583279744922
TRAV21,C7,27,8665,0.043034836649894714,0.6771677030118275,0.8915718399801547
LAP3,C10,62,8630,0.044697411358356476,0.6771718554110907,0.8915718399801547
SLC22A1,C7,66,8626,-0.002247178927063942,0.6771830539908803,0.8915718399801547
IYD,C5,38,8654,-0.01396079733967781,0.6771862448704228,0.8915718399801547
PMP22,C1,21,8671,0.003953486680984497,0.6772088142767578,0.8915819914823233
CCDC87,C2,118,8574,0.004381708800792694,0.6772106366600785,0.8915819914823233
FAM160B1,C6,94,8598,-0.029063284397125244,0.6772389645401364,0.8916025916647969
OAZ2,C10,18,8674,0.060404278337955475,0.6772508875265335,0.8916025916647969
C16orf91,C7,45,8647,-0.030336789786815643,0.6772513062734481,0.8916025916647969
HHAT,C6,73,8619,-0.008878454566001892,0.6772838053801784,0.8916301469860585
CLEC14A,C7,132,8560,0.006489969789981842,0.6772889191842628,0.8916301469860585
POLR3A,C7,137,8555,0.0127219557762146,0.6773231420345369,0.8916477679410887
ARFGAP3,C6,58,8634,0.006003543734550476,0.6773265110239222,0.8916477679410887
C4BPB,C2,44,8648,0.001120738685131073,0.6773314663483536,0.8916477679410887
C1orf173,C5,482,8210,0.01138802245259285,0.6773512560828874,0.8916477679410887
FBXL20,C10,73,8619,0.05356240272521973,0.6773523517765626,0.8916477679410887
IL1R1,C6,73,8619,0.01253664493560791,0.6773523517779534,0.8916477679410887
MIS12,C10,24,8668,0.011720838025212288,0.6773709206684597,0.8916563303128999
CACNG4,C5,44,8648,-0.020544102415442467,0.6773755389885465,0.8916563303128999
ZNF621,C1,54,8638,-0.03263884782791138,0.6773900554700041,0.8916644587912712
CNOT8,C5,34,8658,0.02483796700835228,0.677427708303715,0.8916949076645024
SIK2,C2,93,8599,0.00034123659133911133,0.6774325408736488,0.8916949076645024
COMMD1,C6,20,8672,-0.004377327859401703,0.6774403764898816,0.8916949076645024
AIFM2,C2,36,8656,0.041325222700834274,0.6774465540455168,0.8916949076645024
NCKIPSD,C10,59,8633,0.02369484305381775,0.6774814922157657,0.8917299150615848
IGLV4-69,C5,22,8670,0.06438916176557541,0.6775030859932578,0.8917473573563092
POU3F3,C5,51,8641,-0.032825201749801636,0.6775262149480701,0.8917663146999183
SNX24,C7,28,8664,-0.0028630103915929794,0.677534173539408,0.8917663146999183
TNIK,C6,237,8455,-0.01580197364091873,0.677575336583464,0.8918095125334101
RBPJL,C2,69,8623,0.00585329532623291,0.6776415785352097,0.8918857171944615
CPAMD8,C10,301,8391,0.00331839919090271,0.677678036522211,0.8918950802176152
NPY2R,C10,107,8585,0.004165351390838623,0.6776860886572837,0.8918950802176152
PQLC3,C7,23,8669,-0.04350551217794418,0.6776905979678756,0.8918950802176152
SLC4A9,C7,95,8597,0.003540053963661194,0.6777005031162544,0.8918950802176152
PSCA,C10,16,8676,-0.04760830104351044,0.6777124687618958,0.8918950802176152
TAS2R46,C6,35,8657,0.03251365199685097,0.6777155662760441,0.8918950802176152
UTP18,C5,51,8641,-0.03852182626724243,0.6777310121765971,0.8918950802176152
HMCN2,C2,29,8663,-0.019821643829345703,0.6777376161275981,0.8918950802176152
ALKBH5,C2,39,8653,0.01767250895500183,0.6777535307007512,0.8918950802176152
GSG2,C6,72,8620,-0.03886646032333374,0.6777651108632047,0.8918950802176152
SUPT6H,C6,194,8498,0.014208782464265823,0.6777655203474856,0.8918950802176152
HNRNPF,C6,58,8634,-0.016650211066007614,0.6777875787496401,0.8918950802176152
NUP85,C1,68,8624,0.0326031818985939,0.6777918611491847,0.8918950802176152
LCE1D,C1,29,8663,0.027689725160598755,0.6777918688554729,0.8918950802176152
SREK1,C5,72,8620,-0.02300548553466797,0.6778341465170714,0.8918950802176152
AKAP8,C7,82,8610,0.002826459240168333,0.6778459843743738,0.8918950802176152
NBPF20,C2,53,8639,-0.001669071614742279,0.6778641221287318,0.8918950802176152
PRKAR1A,C5,58,8634,0.004751013591885567,0.6778644351089802,0.8918950802176152
SERPINE2,C6,63,8629,-0.008661895990371704,0.6778672513296973,0.8918950802176152
SLC25A39,C5,46,8646,0.03850336652249098,0.6778682349954179,0.8918950802176152
UBE2S,C1,23,8669,0.024140432476997375,0.6778732951342301,0.8918950802176152
FPGS,C7,56,8636,0.04498255252838135,0.6778761090275623,0.8918950802176152
CLEC1A,C5,60,8632,-0.013932067900896072,0.6778764166331271,0.8918950802176152
TMEM30B,C7,17,8675,-0.045355189591646194,0.6778904255245413,0.8918950802176152
MLXIPL,C5,111,8581,0.032881490886211395,0.6778955886417088,0.8918950802176152
PAX9,C5,52,8640,-0.01088523119688034,0.6779138592969473,0.8918950802176152
AQP5,C5,28,8664,0.0028356239199638367,0.677920634228018,0.8918950802176152
DCUN1D1,C5,47,8645,-0.030474722385406494,0.6779241959695574,0.8918950802176152
CHID1,C5,47,8645,-0.014370456337928772,0.6779241959695574,0.8918950802176152
SAMD9,C10,272,8420,0.020460537634789944,0.6779485352154021,0.8918950802176152
SRP68,C7,75,8617,0.04574476182460785,0.6779550185445797,0.8918950802176152
CORO1A,C7,57,8635,-0.007815022021532059,0.6779596015090317,0.8918950802176152
UBL4A,C6,21,8671,-0.002477109432220459,0.6779734399821196,0.8918950802176152
MCHR2,C5,110,8582,0.030147694051265717,0.6779761301581012,0.8918950802176152
DEFB125,C6,33,8659,0.011262387037277222,0.6779795310391643,0.8918950802176152
LRRC46,C5,39,8653,0.004616387188434601,0.6779875949934677,0.8918950802176152
RBM41,C7,56,8636,-0.017581038177013397,0.677993427815545,0.8918950802176152
PPP5D1,C10,16,8676,0.03807353228330612,0.678004425202374,0.8918950802176152
SRCIN1,C10,130,8562,0.009895237162709236,0.6780063196086534,0.8918950802176152
FBXO21,C5,85,8607,0.01724308729171753,0.6780094245799377,0.8918950802176152
CPLX1,C5,27,8665,-0.002706572413444519,0.6780109145234048,0.8918950802176152
CTH,C10,49,8643,0.012910980731248856,0.6780150844697737,0.8918950802176152
RBM23,C1,48,8644,0.01199604757130146,0.6780290082026306,0.8918950802176152
LCE3E,C10,30,8662,-0.022262558341026306,0.6780313958494544,0.8918950802176152
WDR35,C10,124,8568,0.018366951495409012,0.6780526135316479,0.8918950802176152
PRCP,C7,64,8628,-0.01567448116838932,0.6780568896313399,0.8918950802176152
MCM10,C5,110,8582,-0.0012934934347867966,0.6780601047369356,0.8918950802176152
C1orf200,C5,22,8670,0.0931720919907093,0.6780634637795486,0.8918950802176152
MTERF,C10,52,8640,0.026804279536008835,0.678076157208821,0.8918950802176152
LBX2,C1,18,8674,0.037636253982782364,0.6780766689175106,0.8918950802176152
KLK7,C6,37,8655,0.02206970751285553,0.6780874898278874,0.8918950802176152
ACOT12,C7,101,8591,0.020038120448589325,0.6781006554276039,0.8918950802176152
DEFB106B,C5,17,8675,-0.008408740162849426,0.6781028839400116,0.8918950802176152
CCDC39,C6,205,8487,0.006032947450876236,0.6781042699888624,0.8918950802176152
OR2A25,C10,97,8595,-0.01788788801059127,0.6781075891944155,0.8918950802176152
CCDC160,C10,57,8635,-0.04438187554478645,0.6781534346513992,0.8919444047357822
ANK3,C7,567,8125,-0.010253459215164185,0.6781707636757954,0.8919562221333477
FBXW10,C7,125,8567,0.03015613555908203,0.6782147660135964,0.8919922323987773
ZNF322,C5,39,8653,-0.047075700014829636,0.6782216903684155,0.8919922323987773
ETAA1,C7,105,8587,0.014803226105868816,0.6782320844563414,0.8919922323987773
RPL3L,C2,63,8629,0.006736457347869873,0.6782361226842482,0.8919922323987773
CTSA,C1,55,8637,0.05921567976474762,0.6782398653773072,0.8919922323987773
GDE1,C7,32,8660,-0.023655137047171593,0.6782703217621682,0.8920213126694889
ZNF614,C5,83,8609,0.021816283464431763,0.6782983953189697,0.8920472585076227
GNAL,C5,57,8635,-0.0547490119934082,0.678308516503336,0.8920495943818585
